sample	image	mask	label
s1137_liver	__TOTALSEG_DATA_DIR__/s1137/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1137/segmentations/liver.nii.gz	1
s1140_kidney_left	__TOTALSEG_DATA_DIR__/s1140/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1140/segmentations/kidney_left.nii.gz	1
s1140_kidney_right	__TOTALSEG_DATA_DIR__/s1140/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1140/segmentations/kidney_right.nii.gz	1
s1140_liver	__TOTALSEG_DATA_DIR__/s1140/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1140/segmentations/liver.nii.gz	1
s1140_pancreas	__TOTALSEG_DATA_DIR__/s1140/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1140/segmentations/pancreas.nii.gz	1
s1140_spleen	__TOTALSEG_DATA_DIR__/s1140/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1140/segmentations/spleen.nii.gz	1
s1142_kidney_left	__TOTALSEG_DATA_DIR__/s1142/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1142/segmentations/kidney_left.nii.gz	1
s1142_kidney_right	__TOTALSEG_DATA_DIR__/s1142/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1142/segmentations/kidney_right.nii.gz	1
s1142_liver	__TOTALSEG_DATA_DIR__/s1142/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1142/segmentations/liver.nii.gz	1
s1142_pancreas	__TOTALSEG_DATA_DIR__/s1142/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1142/segmentations/pancreas.nii.gz	1
s1142_spleen	__TOTALSEG_DATA_DIR__/s1142/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1142/segmentations/spleen.nii.gz	1
s1143_kidney_left	__TOTALSEG_DATA_DIR__/s1143/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1143/segmentations/kidney_left.nii.gz	1
s1143_kidney_right	__TOTALSEG_DATA_DIR__/s1143/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1143/segmentations/kidney_right.nii.gz	1
s1143_liver	__TOTALSEG_DATA_DIR__/s1143/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1143/segmentations/liver.nii.gz	1
s1143_pancreas	__TOTALSEG_DATA_DIR__/s1143/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1143/segmentations/pancreas.nii.gz	1
s1143_spleen	__TOTALSEG_DATA_DIR__/s1143/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1143/segmentations/spleen.nii.gz	1
s1144_kidney_left	__TOTALSEG_DATA_DIR__/s1144/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1144/segmentations/kidney_left.nii.gz	1
s1144_kidney_right	__TOTALSEG_DATA_DIR__/s1144/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1144/segmentations/kidney_right.nii.gz	1
s1144_liver	__TOTALSEG_DATA_DIR__/s1144/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1144/segmentations/liver.nii.gz	1
s1144_pancreas	__TOTALSEG_DATA_DIR__/s1144/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1144/segmentations/pancreas.nii.gz	1
s1144_spleen	__TOTALSEG_DATA_DIR__/s1144/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1144/segmentations/spleen.nii.gz	1
s1145_kidney_left	__TOTALSEG_DATA_DIR__/s1145/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1145/segmentations/kidney_left.nii.gz	1
s1145_kidney_right	__TOTALSEG_DATA_DIR__/s1145/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1145/segmentations/kidney_right.nii.gz	1
s1145_liver	__TOTALSEG_DATA_DIR__/s1145/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1145/segmentations/liver.nii.gz	1
s1145_pancreas	__TOTALSEG_DATA_DIR__/s1145/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1145/segmentations/pancreas.nii.gz	1
s1145_spleen	__TOTALSEG_DATA_DIR__/s1145/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1145/segmentations/spleen.nii.gz	1
s1146_kidney_left	__TOTALSEG_DATA_DIR__/s1146/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1146/segmentations/kidney_left.nii.gz	1
s1146_liver	__TOTALSEG_DATA_DIR__/s1146/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1146/segmentations/liver.nii.gz	1
s1146_pancreas	__TOTALSEG_DATA_DIR__/s1146/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1146/segmentations/pancreas.nii.gz	1
s1146_spleen	__TOTALSEG_DATA_DIR__/s1146/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1146/segmentations/spleen.nii.gz	1
s1149_kidney_left	__TOTALSEG_DATA_DIR__/s1149/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1149/segmentations/kidney_left.nii.gz	1
s1149_kidney_right	__TOTALSEG_DATA_DIR__/s1149/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1149/segmentations/kidney_right.nii.gz	1
s1149_liver	__TOTALSEG_DATA_DIR__/s1149/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1149/segmentations/liver.nii.gz	1
s1149_pancreas	__TOTALSEG_DATA_DIR__/s1149/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1149/segmentations/pancreas.nii.gz	1
s1149_spleen	__TOTALSEG_DATA_DIR__/s1149/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1149/segmentations/spleen.nii.gz	1
s1151_kidney_left	__TOTALSEG_DATA_DIR__/s1151/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1151/segmentations/kidney_left.nii.gz	1
s1151_kidney_right	__TOTALSEG_DATA_DIR__/s1151/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1151/segmentations/kidney_right.nii.gz	1
s1151_liver	__TOTALSEG_DATA_DIR__/s1151/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1151/segmentations/liver.nii.gz	1
s1151_pancreas	__TOTALSEG_DATA_DIR__/s1151/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1151/segmentations/pancreas.nii.gz	1
s1152_kidney_left	__TOTALSEG_DATA_DIR__/s1152/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1152/segmentations/kidney_left.nii.gz	1
s1152_kidney_right	__TOTALSEG_DATA_DIR__/s1152/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1152/segmentations/kidney_right.nii.gz	1
s1152_liver	__TOTALSEG_DATA_DIR__/s1152/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1152/segmentations/liver.nii.gz	1
s1152_pancreas	__TOTALSEG_DATA_DIR__/s1152/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1152/segmentations/pancreas.nii.gz	1
s1152_spleen	__TOTALSEG_DATA_DIR__/s1152/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1152/segmentations/spleen.nii.gz	1
s1153_kidney_left	__TOTALSEG_DATA_DIR__/s1153/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1153/segmentations/kidney_left.nii.gz	1
s1153_kidney_right	__TOTALSEG_DATA_DIR__/s1153/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1153/segmentations/kidney_right.nii.gz	1
s1153_liver	__TOTALSEG_DATA_DIR__/s1153/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1153/segmentations/liver.nii.gz	1
s1153_pancreas	__TOTALSEG_DATA_DIR__/s1153/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1153/segmentations/pancreas.nii.gz	1
s1153_spleen	__TOTALSEG_DATA_DIR__/s1153/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1153/segmentations/spleen.nii.gz	1
s1155_kidney_left	__TOTALSEG_DATA_DIR__/s1155/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1155/segmentations/kidney_left.nii.gz	1
s1155_kidney_right	__TOTALSEG_DATA_DIR__/s1155/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1155/segmentations/kidney_right.nii.gz	1
s1155_liver	__TOTALSEG_DATA_DIR__/s1155/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1155/segmentations/liver.nii.gz	1
s1155_pancreas	__TOTALSEG_DATA_DIR__/s1155/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1155/segmentations/pancreas.nii.gz	1
s1155_spleen	__TOTALSEG_DATA_DIR__/s1155/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1155/segmentations/spleen.nii.gz	1
s1157_kidney_left	__TOTALSEG_DATA_DIR__/s1157/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1157/segmentations/kidney_left.nii.gz	1
s1157_kidney_right	__TOTALSEG_DATA_DIR__/s1157/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1157/segmentations/kidney_right.nii.gz	1
s1157_liver	__TOTALSEG_DATA_DIR__/s1157/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1157/segmentations/liver.nii.gz	1
s1157_pancreas	__TOTALSEG_DATA_DIR__/s1157/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1157/segmentations/pancreas.nii.gz	1
s1157_spleen	__TOTALSEG_DATA_DIR__/s1157/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1157/segmentations/spleen.nii.gz	1
s1158_kidney_right	__TOTALSEG_DATA_DIR__/s1158/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1158/segmentations/kidney_right.nii.gz	1
s1158_liver	__TOTALSEG_DATA_DIR__/s1158/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1158/segmentations/liver.nii.gz	1
s1158_pancreas	__TOTALSEG_DATA_DIR__/s1158/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1158/segmentations/pancreas.nii.gz	1
s1158_spleen	__TOTALSEG_DATA_DIR__/s1158/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1158/segmentations/spleen.nii.gz	1
s1159_kidney_left	__TOTALSEG_DATA_DIR__/s1159/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1159/segmentations/kidney_left.nii.gz	1
s1159_kidney_right	__TOTALSEG_DATA_DIR__/s1159/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1159/segmentations/kidney_right.nii.gz	1
s1159_liver	__TOTALSEG_DATA_DIR__/s1159/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1159/segmentations/liver.nii.gz	1
s1159_pancreas	__TOTALSEG_DATA_DIR__/s1159/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1159/segmentations/pancreas.nii.gz	1
s1159_spleen	__TOTALSEG_DATA_DIR__/s1159/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1159/segmentations/spleen.nii.gz	1
s1161_kidney_left	__TOTALSEG_DATA_DIR__/s1161/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1161/segmentations/kidney_left.nii.gz	1
s1161_kidney_right	__TOTALSEG_DATA_DIR__/s1161/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1161/segmentations/kidney_right.nii.gz	1
s1161_liver	__TOTALSEG_DATA_DIR__/s1161/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1161/segmentations/liver.nii.gz	1
s1161_pancreas	__TOTALSEG_DATA_DIR__/s1161/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1161/segmentations/pancreas.nii.gz	1
s1161_spleen	__TOTALSEG_DATA_DIR__/s1161/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1161/segmentations/spleen.nii.gz	1
s1162_kidney_left	__TOTALSEG_DATA_DIR__/s1162/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1162/segmentations/kidney_left.nii.gz	1
s1162_kidney_right	__TOTALSEG_DATA_DIR__/s1162/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1162/segmentations/kidney_right.nii.gz	1
s1162_liver	__TOTALSEG_DATA_DIR__/s1162/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1162/segmentations/liver.nii.gz	1
s1162_pancreas	__TOTALSEG_DATA_DIR__/s1162/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1162/segmentations/pancreas.nii.gz	1
s1162_spleen	__TOTALSEG_DATA_DIR__/s1162/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1162/segmentations/spleen.nii.gz	1
s1164_kidney_left	__TOTALSEG_DATA_DIR__/s1164/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1164/segmentations/kidney_left.nii.gz	1
s1164_kidney_right	__TOTALSEG_DATA_DIR__/s1164/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1164/segmentations/kidney_right.nii.gz	1
s1164_liver	__TOTALSEG_DATA_DIR__/s1164/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1164/segmentations/liver.nii.gz	1
s1164_pancreas	__TOTALSEG_DATA_DIR__/s1164/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1164/segmentations/pancreas.nii.gz	1
s1164_spleen	__TOTALSEG_DATA_DIR__/s1164/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1164/segmentations/spleen.nii.gz	1
s1165_kidney_left	__TOTALSEG_DATA_DIR__/s1165/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1165/segmentations/kidney_left.nii.gz	1
s1165_kidney_right	__TOTALSEG_DATA_DIR__/s1165/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1165/segmentations/kidney_right.nii.gz	1
s1165_liver	__TOTALSEG_DATA_DIR__/s1165/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1165/segmentations/liver.nii.gz	1
s1165_pancreas	__TOTALSEG_DATA_DIR__/s1165/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1165/segmentations/pancreas.nii.gz	1
s1165_spleen	__TOTALSEG_DATA_DIR__/s1165/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1165/segmentations/spleen.nii.gz	1
s1167_kidney_left	__TOTALSEG_DATA_DIR__/s1167/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1167/segmentations/kidney_left.nii.gz	1
s1167_kidney_right	__TOTALSEG_DATA_DIR__/s1167/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1167/segmentations/kidney_right.nii.gz	1
s1167_liver	__TOTALSEG_DATA_DIR__/s1167/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1167/segmentations/liver.nii.gz	1
s1167_pancreas	__TOTALSEG_DATA_DIR__/s1167/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1167/segmentations/pancreas.nii.gz	1
s1167_spleen	__TOTALSEG_DATA_DIR__/s1167/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1167/segmentations/spleen.nii.gz	1
s1171_kidney_left	__TOTALSEG_DATA_DIR__/s1171/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1171/segmentations/kidney_left.nii.gz	1
s1171_kidney_right	__TOTALSEG_DATA_DIR__/s1171/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1171/segmentations/kidney_right.nii.gz	1
s1171_liver	__TOTALSEG_DATA_DIR__/s1171/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1171/segmentations/liver.nii.gz	1
s1171_pancreas	__TOTALSEG_DATA_DIR__/s1171/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1171/segmentations/pancreas.nii.gz	1
s1171_spleen	__TOTALSEG_DATA_DIR__/s1171/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1171/segmentations/spleen.nii.gz	1
s1172_kidney_left	__TOTALSEG_DATA_DIR__/s1172/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1172/segmentations/kidney_left.nii.gz	1
s1172_liver	__TOTALSEG_DATA_DIR__/s1172/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1172/segmentations/liver.nii.gz	1
s1172_pancreas	__TOTALSEG_DATA_DIR__/s1172/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1172/segmentations/pancreas.nii.gz	1
s1172_spleen	__TOTALSEG_DATA_DIR__/s1172/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1172/segmentations/spleen.nii.gz	1
s1173_kidney_left	__TOTALSEG_DATA_DIR__/s1173/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1173/segmentations/kidney_left.nii.gz	1
s1173_kidney_right	__TOTALSEG_DATA_DIR__/s1173/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1173/segmentations/kidney_right.nii.gz	1
s1173_liver	__TOTALSEG_DATA_DIR__/s1173/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1173/segmentations/liver.nii.gz	1
s1173_pancreas	__TOTALSEG_DATA_DIR__/s1173/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1173/segmentations/pancreas.nii.gz	1
s1173_spleen	__TOTALSEG_DATA_DIR__/s1173/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1173/segmentations/spleen.nii.gz	1
s1175_kidney_right	__TOTALSEG_DATA_DIR__/s1175/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1175/segmentations/kidney_right.nii.gz	1
s1175_liver	__TOTALSEG_DATA_DIR__/s1175/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1175/segmentations/liver.nii.gz	1
s1175_spleen	__TOTALSEG_DATA_DIR__/s1175/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1175/segmentations/spleen.nii.gz	1
s1176_kidney_left	__TOTALSEG_DATA_DIR__/s1176/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1176/segmentations/kidney_left.nii.gz	1
s1176_kidney_right	__TOTALSEG_DATA_DIR__/s1176/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1176/segmentations/kidney_right.nii.gz	1
s1176_liver	__TOTALSEG_DATA_DIR__/s1176/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1176/segmentations/liver.nii.gz	1
s1176_pancreas	__TOTALSEG_DATA_DIR__/s1176/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1176/segmentations/pancreas.nii.gz	1
s1176_spleen	__TOTALSEG_DATA_DIR__/s1176/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1176/segmentations/spleen.nii.gz	1
s1178_kidney_left	__TOTALSEG_DATA_DIR__/s1178/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1178/segmentations/kidney_left.nii.gz	1
s1178_liver	__TOTALSEG_DATA_DIR__/s1178/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1178/segmentations/liver.nii.gz	1
s1178_pancreas	__TOTALSEG_DATA_DIR__/s1178/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1178/segmentations/pancreas.nii.gz	1
s1178_spleen	__TOTALSEG_DATA_DIR__/s1178/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1178/segmentations/spleen.nii.gz	1
s1179_liver	__TOTALSEG_DATA_DIR__/s1179/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1179/segmentations/liver.nii.gz	1
s1179_spleen	__TOTALSEG_DATA_DIR__/s1179/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1179/segmentations/spleen.nii.gz	1
s1182_liver	__TOTALSEG_DATA_DIR__/s1182/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1182/segmentations/liver.nii.gz	1
s1182_spleen	__TOTALSEG_DATA_DIR__/s1182/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1182/segmentations/spleen.nii.gz	1
s1183_kidney_left	__TOTALSEG_DATA_DIR__/s1183/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1183/segmentations/kidney_left.nii.gz	1
s1183_kidney_right	__TOTALSEG_DATA_DIR__/s1183/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1183/segmentations/kidney_right.nii.gz	1
s1183_liver	__TOTALSEG_DATA_DIR__/s1183/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1183/segmentations/liver.nii.gz	1
s1183_pancreas	__TOTALSEG_DATA_DIR__/s1183/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1183/segmentations/pancreas.nii.gz	1
s1183_spleen	__TOTALSEG_DATA_DIR__/s1183/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1183/segmentations/spleen.nii.gz	1
s1187_kidney_left	__TOTALSEG_DATA_DIR__/s1187/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1187/segmentations/kidney_left.nii.gz	1
s1187_kidney_right	__TOTALSEG_DATA_DIR__/s1187/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1187/segmentations/kidney_right.nii.gz	1
s1187_liver	__TOTALSEG_DATA_DIR__/s1187/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1187/segmentations/liver.nii.gz	1
s1187_pancreas	__TOTALSEG_DATA_DIR__/s1187/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1187/segmentations/pancreas.nii.gz	1
s1187_spleen	__TOTALSEG_DATA_DIR__/s1187/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1187/segmentations/spleen.nii.gz	1
s1189_kidney_left	__TOTALSEG_DATA_DIR__/s1189/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1189/segmentations/kidney_left.nii.gz	1
s1189_kidney_right	__TOTALSEG_DATA_DIR__/s1189/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1189/segmentations/kidney_right.nii.gz	1
s1189_liver	__TOTALSEG_DATA_DIR__/s1189/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1189/segmentations/liver.nii.gz	1
s1189_pancreas	__TOTALSEG_DATA_DIR__/s1189/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1189/segmentations/pancreas.nii.gz	1
s1189_spleen	__TOTALSEG_DATA_DIR__/s1189/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1189/segmentations/spleen.nii.gz	1
s1190_kidney_left	__TOTALSEG_DATA_DIR__/s1190/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1190/segmentations/kidney_left.nii.gz	1
s1190_kidney_right	__TOTALSEG_DATA_DIR__/s1190/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1190/segmentations/kidney_right.nii.gz	1
s1190_liver	__TOTALSEG_DATA_DIR__/s1190/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1190/segmentations/liver.nii.gz	1
s1190_pancreas	__TOTALSEG_DATA_DIR__/s1190/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1190/segmentations/pancreas.nii.gz	1
s1190_spleen	__TOTALSEG_DATA_DIR__/s1190/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1190/segmentations/spleen.nii.gz	1
s1191_kidney_left	__TOTALSEG_DATA_DIR__/s1191/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1191/segmentations/kidney_left.nii.gz	1
s1191_liver	__TOTALSEG_DATA_DIR__/s1191/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1191/segmentations/liver.nii.gz	1
s1191_pancreas	__TOTALSEG_DATA_DIR__/s1191/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1191/segmentations/pancreas.nii.gz	1
s1191_spleen	__TOTALSEG_DATA_DIR__/s1191/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1191/segmentations/spleen.nii.gz	1
s1196_kidney_left	__TOTALSEG_DATA_DIR__/s1196/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1196/segmentations/kidney_left.nii.gz	1
s1196_kidney_right	__TOTALSEG_DATA_DIR__/s1196/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1196/segmentations/kidney_right.nii.gz	1
s1196_liver	__TOTALSEG_DATA_DIR__/s1196/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1196/segmentations/liver.nii.gz	1
s1196_pancreas	__TOTALSEG_DATA_DIR__/s1196/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1196/segmentations/pancreas.nii.gz	1
s1196_spleen	__TOTALSEG_DATA_DIR__/s1196/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1196/segmentations/spleen.nii.gz	1
s1197_kidney_right	__TOTALSEG_DATA_DIR__/s1197/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1197/segmentations/kidney_right.nii.gz	1
s1197_liver	__TOTALSEG_DATA_DIR__/s1197/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1197/segmentations/liver.nii.gz	1
s1197_spleen	__TOTALSEG_DATA_DIR__/s1197/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1197/segmentations/spleen.nii.gz	1
s1199_kidney_left	__TOTALSEG_DATA_DIR__/s1199/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1199/segmentations/kidney_left.nii.gz	1
s1199_kidney_right	__TOTALSEG_DATA_DIR__/s1199/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1199/segmentations/kidney_right.nii.gz	1
s1199_liver	__TOTALSEG_DATA_DIR__/s1199/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1199/segmentations/liver.nii.gz	1
s1199_pancreas	__TOTALSEG_DATA_DIR__/s1199/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1199/segmentations/pancreas.nii.gz	1
s1199_spleen	__TOTALSEG_DATA_DIR__/s1199/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1199/segmentations/spleen.nii.gz	1
s1201_kidney_left	__TOTALSEG_DATA_DIR__/s1201/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1201/segmentations/kidney_left.nii.gz	1
s1201_kidney_right	__TOTALSEG_DATA_DIR__/s1201/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1201/segmentations/kidney_right.nii.gz	1
s1201_liver	__TOTALSEG_DATA_DIR__/s1201/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1201/segmentations/liver.nii.gz	1
s1201_pancreas	__TOTALSEG_DATA_DIR__/s1201/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1201/segmentations/pancreas.nii.gz	1
s1201_spleen	__TOTALSEG_DATA_DIR__/s1201/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1201/segmentations/spleen.nii.gz	1
s1203_liver	__TOTALSEG_DATA_DIR__/s1203/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1203/segmentations/liver.nii.gz	1
s1203_spleen	__TOTALSEG_DATA_DIR__/s1203/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1203/segmentations/spleen.nii.gz	1
s1206_kidney_left	__TOTALSEG_DATA_DIR__/s1206/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1206/segmentations/kidney_left.nii.gz	1
s1206_kidney_right	__TOTALSEG_DATA_DIR__/s1206/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1206/segmentations/kidney_right.nii.gz	1
s1206_liver	__TOTALSEG_DATA_DIR__/s1206/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1206/segmentations/liver.nii.gz	1
s1206_pancreas	__TOTALSEG_DATA_DIR__/s1206/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1206/segmentations/pancreas.nii.gz	1
s1206_spleen	__TOTALSEG_DATA_DIR__/s1206/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1206/segmentations/spleen.nii.gz	1
s1207_kidney_left	__TOTALSEG_DATA_DIR__/s1207/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1207/segmentations/kidney_left.nii.gz	1
s1207_kidney_right	__TOTALSEG_DATA_DIR__/s1207/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1207/segmentations/kidney_right.nii.gz	1
s1207_liver	__TOTALSEG_DATA_DIR__/s1207/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1207/segmentations/liver.nii.gz	1
s1207_pancreas	__TOTALSEG_DATA_DIR__/s1207/ct.nii.gz	__TOTALSEG_DATA_DIR__/s1207/segmentations/pancreas.nii.gz	1
